عائلة شهيد
عائلة مريض
عائلة ذوي الإحتياجات الخاصة
عائلة متضررة
غير محدد
عائلة فقيرة
عائلة مصاب
عائلة معاق
عائلة أيتام
عائلة مفقود
عائلة نازحين
عائلة وافدين من مخيم الرقبان - مراكز إيواء
عائلة فقيرة
عائلة عائدين
عائلة عاجز
عائلة معتقل
عائلة وافدين من مخيم الرقبان - افرادي
